TEST,VARIANT,STATE,SIZE,TIME (In Ms)
774,Normal,Ascending,10,0.0014
775,Normal,Ascending,10,0.0014
776,Normal,Ascending,10,0.0011
777,Normal,Ascending,10,0.0013
778,Normal,Ascending,10,0.0012
779,Normal,Ascending,10,0.0012
780,Normal,Ascending,10,0.001
781,Normal,Ascending,10,0.001
782,Normal,Ascending,10,0.0014
783,Normal,Ascending,10,0.0015
784,Normal,Ascending,10,0.0021
785,Normal,Ascending,10,0.0021
786,Normal,Ascending,10,0.0017
787,Normal,Ascending,10,0.001
788,Normal,Ascending,10,0.001
789,Normal,Ascending,10,0.0014
790,Normal,Ascending,10,0.0018
791,Normal,Ascending,10,0.0008
792,Normal,Ascending,10,0.0012
793,Normal,Ascending,10,0.0013
794,Normal,Ascending,10,0.0019
795,Normal,Ascending,10,0.0015
796,Normal,Ascending,10,0.0021
797,Normal,Ascending,10,0.001
798,Normal,Ascending,10,0.0007
799,Normal,Ascending,10,0.0006
800,Normal,Ascending,10,0.0005
801,Normal,Ascending,10,0.0006
802,Normal,Ascending,10,0.0006
803,Normal,Ascending,10,0.0007
804,Normal,Ascending,10,0.0013
805,Normal,Ascending,10,0.001
806,Normal,Ascending,10,0.0009
807,Normal,Ascending,10,0.0012
808,Normal,Ascending,10,0.0009
809,Normal,Ascending,10,0.0008
810,Normal,Ascending,10,0.0028
811,Normal,Ascending,10,0.0011
812,Normal,Ascending,10,0.0009
813,Normal,Ascending,10,0.0014
814,Normal,Ascending,10,0.0011
815,Normal,Ascending,10,0.001
816,Normal,Ascending,10,0.0009
817,Normal,Ascending,10,0.0007
818,Normal,Ascending,10,0.0008
819,Normal,Ascending,10,0.0007
820,Normal,Ascending,10,0.0009
821,Normal,Ascending,10,0.0008
822,Normal,Ascending,10,0.0008
823,Normal,Ascending,10,0.0009
824,Normal,Ascending,10,0.0006
825,Normal,Ascending,10,0.001
826,Normal,Ascending,10,0.0006
827,Normal,Ascending,10,0.0005
828,Normal,Ascending,10,0.001
829,Normal,Ascending,10,0.0008
830,Normal,Ascending,10,0.0009
831,Normal,Ascending,10,0.0008
832,Normal,Ascending,10,0.0008
833,Normal,Ascending,10,0.0007
834,Normal,Ascending,10,0.0008
835,Normal,Ascending,10,0.0008
836,Normal,Ascending,10,0.0007
837,Normal,Ascending,10,0.0008
838,Normal,Ascending,10,0.0008
839,Normal,Ascending,10,0.0007
840,Normal,Ascending,10,0.0011
841,Normal,Ascending,10,0.0009
842,Normal,Ascending,10,0.001
843,Normal,Ascending,10,0.0007
844,Normal,Ascending,10,0.0008
845,Normal,Ascending,10,0.0007
846,Normal,Ascending,10,0.0008
847,Normal,Ascending,10,0.0013
848,Normal,Ascending,10,0.0016
849,Normal,Ascending,10,0.0012
850,Normal,Ascending,10,0.0016
851,Normal,Ascending,10,0.0014
852,Normal,Ascending,10,0.0017
853,Normal,Ascending,10,0.0023
854,Normal,Ascending,10,0.0025
855,Normal,Ascending,10,0.001
856,Normal,Ascending,10,0.0014
857,Normal,Ascending,10,0.001
858,Normal,Ascending,10,0.0009
859,Normal,Ascending,10,0.0012
860,Normal,Ascending,10,0.0009
861,Normal,Ascending,10,0.0012
862,Normal,Ascending,10,0.0021
863,Normal,Ascending,10,0.0011
864,Normal,Ascending,10,0.0038
865,Normal,Ascending,10,0.0017
866,Normal,Ascending,10,0.0023
867,Normal,Ascending,10,0.0012
868,Normal,Ascending,10,0.0011
869,Normal,Ascending,10,0.0011
870,Normal,Ascending,10,0.001
871,Normal,Ascending,10,0.0013
872,Normal,Ascending,10,0.0012
873,Normal,Ascending,10,0.0014
874,Normal,Ascending,10,0.0009
875,Normal,Ascending,10,0.0016
876,Normal,Ascending,10,0.0009
877,Normal,Ascending,10,0.0007
878,Normal,Ascending,10,0.0008
879,Normal,Ascending,10,0.001
880,Normal,Ascending,10,0.001
881,Normal,Ascending,10,0.0009
882,Normal,Ascending,10,0.001
883,Normal,Ascending,10,0.0013
884,Normal,Ascending,10,0.0014
885,Normal,Ascending,10,0.001
886,Normal,Ascending,10,0.0008
887,Normal,Ascending,10,0.0008
888,Normal,Ascending,10,0.0008
889,Normal,Ascending,10,0.0009
890,Normal,Ascending,10,0.0007
891,Normal,Ascending,10,0.0009
892,Normal,Ascending,10,0.0007
893,Normal,Ascending,10,0.0013
894,Normal,Ascending,10,0.001
895,Normal,Ascending,10,0.0008
896,Normal,Ascending,10,0.0019
897,Normal,Ascending,10,0.0011
898,Normal,Ascending,10,0.0017
899,Normal,Ascending,10,0.0018
900,Normal,Ascending,10,0.0007
901,Normal,Ascending,10,0.001
902,Normal,Ascending,10,0.0182
903,Normal,Ascending,10,0.0016
904,Normal,Ascending,10,0.0007
905,Normal,Ascending,10,0.0008
906,Normal,Ascending,10,0.0007
907,Normal,Ascending,10,0.0006
908,Normal,Ascending,10,0.0008
909,Normal,Ascending,10,0.0011
910,Normal,Ascending,10,0.0008
911,Normal,Ascending,10,0.0008
912,Normal,Ascending,10,0.0007
913,Normal,Ascending,10,0.0008
914,Normal,Ascending,10,0.0009
915,Normal,Ascending,10,0.0007
916,Normal,Ascending,10,0.0008
917,Normal,Ascending,10,0.0008
918,Normal,Ascending,10,0.0009
919,Normal,Ascending,10,0.0008
920,Normal,Ascending,10,0.0007
921,Normal,Ascending,10,0.0006
922,Normal,Ascending,10,0.0006
923,Normal,Ascending,10,0.0007
924,Normal,Ascending,10,0.0006
925,Normal,Ascending,10,0.0006
926,Normal,Ascending,10,0.0006
927,Normal,Ascending,10,0.0006
928,Normal,Ascending,10,0.0005
929,Normal,Ascending,10,0.0006
930,Normal,Ascending,10,0.0005
931,Normal,Ascending,10,0.0005
932,Normal,Ascending,10,0.0006
933,Normal,Ascending,10,0.0006
934,Normal,Ascending,10,0.0005
935,Normal,Ascending,10,0.0006
936,Normal,Ascending,10,0.0006
937,Normal,Ascending,10,0.0006
938,Normal,Ascending,10,0.0006
939,Normal,Ascending,10,0.0005
940,Normal,Ascending,10,0.0005
941,Normal,Ascending,10,0.0006
942,Normal,Ascending,10,0.0005
943,Normal,Ascending,10,0.0016
944,Normal,Ascending,10,0.0005
945,Normal,Ascending,10,0.0006
946,Normal,Ascending,10,0.0005
947,Normal,Ascending,10,0.0006
948,Normal,Ascending,10,0.0006
949,Normal,Ascending,10,0.0007
950,Normal,Ascending,10,0.0006
951,Normal,Ascending,10,0.0009
952,Normal,Ascending,10,0.0012
953,Normal,Ascending,10,0.0008
954,Normal,Ascending,10,0.0007
955,Normal,Ascending,10,0.0007
956,Normal,Ascending,10,0.0006
957,Normal,Ascending,10,0.0006
958,Normal,Ascending,10,0.0006
959,Normal,Ascending,10,0.0008
960,Normal,Ascending,10,0.0008
961,Normal,Ascending,10,0.0006
962,Normal,Ascending,10,0.0006
963,Normal,Ascending,10,0.0006
964,Normal,Ascending,10,0.0009
965,Normal,Ascending,10,0.0009
966,Normal,Ascending,10,0.001
967,Normal,Ascending,10,0.0011
968,Normal,Ascending,10,0.0008
969,Normal,Ascending,10,0.0014
970,Normal,Ascending,10,0.0006
971,Normal,Ascending,10,0.0006
972,Normal,Ascending,10,0.0007
973,Normal,Ascending,10,0.0013
974,Normal,Ascending,10,0.0019
975,Normal,Ascending,10,0.0014
976,Normal,Ascending,10,0.001
977,Normal,Ascending,10,0.0012
978,Normal,Ascending,10,0.001
979,Normal,Ascending,10,0.001
980,Normal,Ascending,10,0.0009
981,Normal,Ascending,10,0.0009
982,Normal,Ascending,10,0.0007
983,Normal,Ascending,10,0.0006
984,Normal,Ascending,10,0.0006
985,Normal,Ascending,10,0.0006
986,Normal,Ascending,10,0.0006
987,Normal,Ascending,10,0.0006
988,Normal,Ascending,10,0.0005
989,Normal,Ascending,10,0.0006
990,Normal,Ascending,10,0.0019
991,Normal,Ascending,10,0.0016
992,Normal,Ascending,10,0.002
993,Normal,Ascending,10,0.0014
994,Normal,Ascending,10,0.0015
995,Normal,Ascending,10,0.0041
996,Normal,Ascending,10,0.0018
997,Normal,Ascending,10,0.001
998,Normal,Ascending,10,0.0012
999,Normal,Ascending,10,0.001
1000,Normal,Ascending,10,0.0011
1001,Normal,Ascending,100,0.0135
1002,Normal,Ascending,100,0.0107
1003,Normal,Ascending,100,0.0104
1004,Normal,Ascending,100,0.0094
1005,Normal,Ascending,100,0.009
1006,Normal,Ascending,100,0.011
1007,Normal,Ascending,100,0.0113
1008,Normal,Ascending,100,0.0085
1009,Normal,Ascending,100,0.0076
1010,Normal,Ascending,100,0.0083
1011,Normal,Ascending,100,0.0075
1012,Normal,Ascending,100,0.0161
1013,Normal,Ascending,100,0.0095
1014,Normal,Ascending,100,0.0081
1015,Normal,Ascending,100,0.0086
1016,Normal,Ascending,100,0.0107
1017,Normal,Ascending,100,0.0088
1018,Normal,Ascending,100,0.0084
1019,Normal,Ascending,100,0.0114
1020,Normal,Ascending,100,0.0097
1021,Normal,Ascending,100,0.0067
1022,Normal,Ascending,100,0.0059
1023,Normal,Ascending,100,0.0057
1024,Normal,Ascending,100,0.0055
1025,Normal,Ascending,100,0.0123
1026,Normal,Ascending,100,0.0055
1027,Normal,Ascending,100,0.0053
1028,Normal,Ascending,100,0.0051
1029,Normal,Ascending,100,0.0053
1030,Normal,Ascending,100,0.008
1031,Normal,Ascending,100,0.0082
1032,Normal,Ascending,100,0.0102
1033,Normal,Ascending,100,0.0054
1034,Normal,Ascending,100,0.0134
1035,Normal,Ascending,100,0.0103
1036,Normal,Ascending,100,0.0102
1037,Normal,Ascending,100,0.0081
1038,Normal,Ascending,100,0.0124
1039,Normal,Ascending,100,0.0117
1040,Normal,Ascending,100,0.0142
1041,Normal,Ascending,100,0.0113
1042,Normal,Ascending,100,0.0125
1043,Normal,Ascending,100,0.013
1044,Normal,Ascending,100,0.0112
1045,Normal,Ascending,100,0.0079
1046,Normal,Ascending,100,0.0067
1047,Normal,Ascending,100,0.0089
1048,Normal,Ascending,100,0.0106
1049,Normal,Ascending,100,0.0108
1050,Normal,Ascending,100,0.0104
1051,Normal,Ascending,100,0.0084
1052,Normal,Ascending,100,0.0121
1053,Normal,Ascending,100,0.0114
1054,Normal,Ascending,100,0.0132
1055,Normal,Ascending,100,0.0118
1056,Normal,Ascending,100,0.0123
1057,Normal,Ascending,100,0.0105
1058,Normal,Ascending,100,0.0099
1059,Normal,Ascending,100,0.012
1060,Normal,Ascending,100,0.0126
1061,Normal,Ascending,100,0.0164
1062,Normal,Ascending,100,0.0112
1063,Normal,Ascending,100,0.0106
1064,Normal,Ascending,100,0.0113
1065,Normal,Ascending,100,0.0094
1066,Normal,Ascending,100,0.008
1067,Normal,Ascending,100,0.0079
1068,Normal,Ascending,100,0.0089
1069,Normal,Ascending,100,0.0094
1070,Normal,Ascending,100,0.0126
1071,Normal,Ascending,100,0.0085
1072,Normal,Ascending,100,0.0075
1073,Normal,Ascending,100,0.0117
1074,Normal,Ascending,100,0.0118
1075,Normal,Ascending,100,0.0104
1076,Normal,Ascending,100,0.01
1077,Normal,Ascending,100,0.0095
1078,Normal,Ascending,100,0.0093
1079,Normal,Ascending,100,0.0088
1080,Normal,Ascending,100,0.009
1081,Normal,Ascending,100,0.0092
1082,Normal,Ascending,100,0.0109
1083,Normal,Ascending,100,0.0111
1084,Normal,Ascending,100,0.0104
1085,Normal,Ascending,100,0.0094
1086,Normal,Ascending,100,0.0111
1087,Normal,Ascending,100,0.0083
1088,Normal,Ascending,100,0.0123
1089,Normal,Ascending,100,0.012
1090,Normal,Ascending,100,0.0097
1091,Normal,Ascending,100,0.0098
1092,Normal,Ascending,100,0.0092
1093,Normal,Ascending,100,0.0112
1094,Normal,Ascending,100,0.0124
1095,Normal,Ascending,100,0.0136
1096,Normal,Ascending,100,0.0108
1097,Normal,Ascending,100,0.0111
1098,Normal,Ascending,100,0.0083
1099,Normal,Ascending,100,0.0109
1100,Normal,Ascending,100,0.0887
1101,Normal,Ascending,100,0.009
1102,Normal,Ascending,100,0.0096
1103,Normal,Ascending,100,0.0111
1104,Normal,Ascending,100,0.0113
1105,Normal,Ascending,100,0.0108
1106,Normal,Ascending,100,0.0116
1107,Normal,Ascending,100,0.0114
1108,Normal,Ascending,100,0.0142
1109,Normal,Ascending,100,0.012
1110,Normal,Ascending,100,0.0085
1111,Normal,Ascending,100,0.0075
1112,Normal,Ascending,100,0.0065
1113,Normal,Ascending,100,0.0061
1114,Normal,Ascending,100,0.0102
1115,Normal,Ascending,100,0.0065
1116,Normal,Ascending,100,0.0086
1117,Normal,Ascending,100,0.0114
1118,Normal,Ascending,100,0.0101
1119,Normal,Ascending,100,0.0119
1120,Normal,Ascending,100,0.0118
1121,Normal,Ascending,100,0.0108
1122,Normal,Ascending,100,0.0106
1123,Normal,Ascending,100,0.014
1124,Normal,Ascending,100,0.012
1125,Normal,Ascending,100,0.0127
1126,Normal,Ascending,100,0.0145
1127,Normal,Ascending,100,0.0102
1128,Normal,Ascending,100,0.0139
1129,Normal,Ascending,100,0.0123
1130,Normal,Ascending,100,0.0116
1131,Normal,Ascending,100,0.0114
1132,Normal,Ascending,100,0.011
1133,Normal,Ascending,100,0.0112
1134,Normal,Ascending,100,0.0106
1135,Normal,Ascending,100,0.0097
1136,Normal,Ascending,100,0.012
1137,Normal,Ascending,100,0.0123
1138,Normal,Ascending,100,0.0119
1139,Normal,Ascending,100,0.0107
1140,Normal,Ascending,100,0.0111
1141,Normal,Ascending,100,0.0147
1142,Normal,Ascending,100,0.0114
1143,Normal,Ascending,100,0.0119
1144,Normal,Ascending,100,0.0105
1145,Normal,Ascending,100,0.0108
1146,Normal,Ascending,100,0.0108
1147,Normal,Ascending,100,0.012
1148,Normal,Ascending,100,0.0102
1149,Normal,Ascending,100,0.011
1150,Normal,Ascending,100,0.0116
1151,Normal,Ascending,100,0.0139
1152,Normal,Ascending,100,0.0085
1153,Normal,Ascending,100,0.0098
1154,Normal,Ascending,100,0.0088
1155,Normal,Ascending,100,0.0104
1156,Normal,Ascending,100,0.0097
1157,Normal,Ascending,100,0.0698
1158,Normal,Ascending,100,0.0098
1159,Normal,Ascending,100,0.0113
1160,Normal,Ascending,100,0.0142
1161,Normal,Ascending,100,0.0172
1162,Normal,Ascending,100,0.0143
1163,Normal,Ascending,100,0.0146
1164,Normal,Ascending,100,0.0161
1165,Normal,Ascending,100,0.0109
1166,Normal,Ascending,100,0.0143
1167,Normal,Ascending,100,0.0116
1168,Normal,Ascending,100,0.012
1169,Normal,Ascending,100,0.0209
1170,Normal,Ascending,100,0.0113
1171,Normal,Ascending,100,0.0113
1172,Normal,Ascending,100,0.0116
1173,Normal,Ascending,100,0.0103
1174,Normal,Ascending,100,0.0102
1175,Normal,Ascending,100,0.0138
1176,Normal,Ascending,100,0.0105
1177,Normal,Ascending,100,0.0101
1178,Normal,Ascending,100,0.0111
1179,Normal,Ascending,100,0.0106
1180,Normal,Ascending,100,0.015
1181,Normal,Ascending,100,0.0106
1182,Normal,Ascending,100,0.1862
1183,Normal,Ascending,100,0.0106
1184,Normal,Ascending,100,0.0134
1185,Normal,Ascending,100,0.0102
1186,Normal,Ascending,100,0.0101
1187,Normal,Ascending,100,0.01
1188,Normal,Ascending,100,0.0099
1189,Normal,Ascending,100,0.0127
1190,Normal,Ascending,100,0.011
1191,Normal,Ascending,100,0.0121
1192,Normal,Ascending,100,0.0112
1193,Normal,Ascending,100,0.0134
1194,Normal,Ascending,100,0.021
1195,Normal,Ascending,100,0.0124
1196,Normal,Ascending,100,0.0105
1197,Normal,Ascending,100,0.0122
1198,Normal,Ascending,100,0.0114
1199,Normal,Ascending,100,0.0117
1200,Normal,Ascending,100,0.0116
1201,Normal,Ascending,100,0.0122
1202,Normal,Ascending,100,0.0115
1203,Normal,Ascending,100,0.0144
1204,Normal,Ascending,100,0.0115
1205,Normal,Ascending,100,0.0108
1206,Normal,Ascending,100,0.0104
1207,Normal,Ascending,100,0.0118
1208,Normal,Ascending,100,0.0122
1209,Normal,Ascending,100,0.0112
1210,Normal,Ascending,100,0.0115
1211,Normal,Ascending,100,0.0135
1212,Normal,Ascending,100,0.0132
1213,Normal,Ascending,100,0.0119
1214,Normal,Ascending,100,0.0098
1215,Normal,Ascending,100,0.013
1216,Normal,Ascending,100,0.0122
1217,Normal,Ascending,100,0.0107
1218,Normal,Ascending,100,0.0136
1219,Normal,Ascending,100,0.011
1220,Normal,Ascending,100,0.0123
1221,Normal,Ascending,100,0.0102
1222,Normal,Ascending,100,0.0127
1223,Normal,Ascending,100,0.0117
1224,Normal,Ascending,100,0.0127
1225,Normal,Ascending,100,0.0363
1226,Normal,Ascending,100,0.0108
1227,Normal,Ascending,100,0.0111
1228,Normal,Ascending,100,0.0121
1229,Normal,Ascending,100,0.0182
1230,Normal,Ascending,100,0.0118
1231,Normal,Ascending,100,0.0103
1232,Normal,Ascending,100,0.0115
1233,Normal,Ascending,100,0.012
1234,Normal,Ascending,100,0.012
1235,Normal,Ascending,100,0.0182
1236,Normal,Ascending,100,0.0108
1237,Normal,Ascending,100,0.0096
1238,Normal,Ascending,100,0.0088
1239,Normal,Ascending,100,0.0113
1240,Normal,Ascending,100,0.018
1241,Normal,Ascending,100,0.0148
1242,Normal,Ascending,100,0.0148
1243,Normal,Ascending,100,0.0132
1244,Normal,Ascending,100,0.0107
1245,Normal,Ascending,100,0.0127
1246,Normal,Ascending,100,0.0111
1247,Normal,Ascending,100,0.0127
1248,Normal,Ascending,100,0.013
1249,Normal,Ascending,100,0.0125
1250,Normal,Ascending,100,0.011
1251,Normal,Ascending,100,0.0104
1252,Normal,Ascending,100,0.0106
1253,Normal,Ascending,100,0.0144
1254,Normal,Ascending,100,0.0099
1255,Normal,Ascending,100,0.0074
1256,Normal,Ascending,100,0.0065
1257,Normal,Ascending,100,0.0103
1258,Normal,Ascending,100,0.0095
1259,Normal,Ascending,100,0.0095
1260,Normal,Ascending,100,0.0127
1261,Normal,Ascending,100,0.012
1262,Normal,Ascending,100,0.0105
1263,Normal,Ascending,100,0.0096
1264,Normal,Ascending,100,0.0132
1265,Normal,Ascending,100,0.0108
1266,Normal,Ascending,100,0.0113
1267,Normal,Ascending,100,0.0125
1268,Normal,Ascending,100,0.0125
1269,Normal,Ascending,100,0.0121
1270,Normal,Ascending,100,0.0119
1271,Normal,Ascending,100,0.0108
1272,Normal,Ascending,100,0.0092
1273,Normal,Ascending,100,0.0111
1274,Normal,Ascending,100,0.0094
1275,Normal,Ascending,100,0.0103
1276,Normal,Ascending,100,0.0101
1277,Normal,Ascending,100,0.0095
1278,Normal,Ascending,100,0.0094
1279,Normal,Ascending,100,0.0122
1280,Normal,Ascending,100,0.0109
1281,Normal,Ascending,100,0.0098
1282,Normal,Ascending,100,0.0116
1283,Normal,Ascending,100,0.0108
1284,Normal,Ascending,100,0.011
1285,Normal,Ascending,100,0.0126
1286,Normal,Ascending,100,0.0113
1287,Normal,Ascending,100,0.011
1288,Normal,Ascending,100,0.0117
1289,Normal,Ascending,100,0.011
1290,Normal,Ascending,100,0.0105
1291,Normal,Ascending,100,0.0092
1292,Normal,Ascending,100,0.0102
1293,Normal,Ascending,100,0.0158
1294,Normal,Ascending,100,0.0123
1295,Normal,Ascending,100,0.0111
1296,Normal,Ascending,100,0.0083
1297,Normal,Ascending,100,0.0085
1298,Normal,Ascending,100,0.0076
1299,Normal,Ascending,100,0.0073
1300,Normal,Ascending,100,0.0065
1301,Normal,Ascending,100,0.012
1302,Normal,Ascending,100,0.0082
1303,Normal,Ascending,100,0.0071
1304,Normal,Ascending,100,0.0084
1305,Normal,Ascending,100,0.0119
1306,Normal,Ascending,100,0.0076
1307,Normal,Ascending,100,0.0075
1308,Normal,Ascending,100,0.0105
1309,Normal,Ascending,100,0.0097
1310,Normal,Ascending,100,0.0127
1311,Normal,Ascending,100,0.0099
1312,Normal,Ascending,100,0.0124
1313,Normal,Ascending,100,0.0106
1314,Normal,Ascending,100,0.0167
1315,Normal,Ascending,100,0.0124
1316,Normal,Ascending,100,0.0089
1317,Normal,Ascending,100,0.0105
1318,Normal,Ascending,100,0.0115
1319,Normal,Ascending,100,0.0125
1320,Normal,Ascending,100,0.0123
1321,Normal,Ascending,100,0.0126
1322,Normal,Ascending,100,0.0168
1323,Normal,Ascending,100,0.0123
1324,Normal,Ascending,100,0.0113
1325,Normal,Ascending,100,0.012
1326,Normal,Ascending,100,0.0124
1327,Normal,Ascending,100,0.0099
1328,Normal,Ascending,100,0.0114
1329,Normal,Ascending,100,0.0098
1330,Normal,Ascending,100,0.0088
1331,Normal,Ascending,100,0.0082
1332,Normal,Ascending,100,0.0087
1333,Normal,Ascending,100,0.0082
1334,Normal,Ascending,100,0.0117
1335,Normal,Ascending,100,0.0103
1336,Normal,Ascending,100,0.0086
1337,Normal,Ascending,100,0.0086
1338,Normal,Ascending,100,0.0122
1339,Normal,Ascending,100,0.0083
1340,Normal,Ascending,100,0.0113
1341,Normal,Ascending,100,0.0118
1342,Normal,Ascending,100,0.012
1343,Normal,Ascending,100,0.0106
1344,Normal,Ascending,100,0.0106
1345,Normal,Ascending,100,0.0104
1346,Normal,Ascending,100,0.0084
1347,Normal,Ascending,100,0.0087
1348,Normal,Ascending,100,0.0088
1349,Normal,Ascending,100,0.0106
1350,Normal,Ascending,100,0.0085
1351,Normal,Ascending,100,0.0084
1352,Normal,Ascending,100,0.0076
1353,Normal,Ascending,100,0.0067
1354,Normal,Ascending,100,0.0084
1355,Normal,Ascending,100,0.0108
1356,Normal,Ascending,100,0.0118
1357,Normal,Ascending,100,0.011
1358,Normal,Ascending,100,0.0081
1359,Normal,Ascending,100,0.0065
1360,Normal,Ascending,100,0.0133
1361,Normal,Ascending,100,0.0085
1362,Normal,Ascending,100,0.0123
1363,Normal,Ascending,100,0.0105
1364,Normal,Ascending,100,0.0083
1365,Normal,Ascending,100,0.0079
1366,Normal,Ascending,100,0.0067
1367,Normal,Ascending,100,0.0082
1368,Normal,Ascending,100,0.0063
1369,Normal,Ascending,100,0.0058
1370,Normal,Ascending,100,0.0121
1371,Normal,Ascending,100,0.0106
1372,Normal,Ascending,100,0.0085
1373,Normal,Ascending,100,0.0063
1374,Normal,Ascending,100,0.0056
1375,Normal,Ascending,100,0.0097
1376,Normal,Ascending,100,0.0086
1377,Normal,Ascending,100,0.0089
1378,Normal,Ascending,100,0.0088
1379,Normal,Ascending,100,0.0078
1380,Normal,Ascending,100,0.0057
1381,Normal,Ascending,100,0.0054
1382,Normal,Ascending,100,0.0058
1383,Normal,Ascending,100,0.0053
1384,Normal,Ascending,100,0.009
1385,Normal,Ascending,100,0.0065
1386,Normal,Ascending,100,0.0055
1387,Normal,Ascending,100,0.0082
1388,Normal,Ascending,100,0.0055
1389,Normal,Ascending,100,0.0053
1390,Normal,Ascending,100,0.0052
1391,Normal,Ascending,100,0.005
1392,Normal,Ascending,100,0.0049
1393,Normal,Ascending,100,0.0049
1394,Normal,Ascending,100,0.0049
1395,Normal,Ascending,100,0.0048
1396,Normal,Ascending,100,0.0048
1397,Normal,Ascending,100,0.0046
1398,Normal,Ascending,100,0.0047
1399,Normal,Ascending,100,0.0046
1400,Normal,Ascending,100,0.0046
1401,Normal,Ascending,100,0.0078
1402,Normal,Ascending,100,0.0047
1403,Normal,Ascending,100,0.0046
1404,Normal,Ascending,100,0.0047
1405,Normal,Ascending,100,0.0046
1406,Normal,Ascending,100,0.0046
1407,Normal,Ascending,100,0.0046
1408,Normal,Ascending,100,0.0046
1409,Normal,Ascending,100,0.0046
1410,Normal,Ascending,100,0.0046
1411,Normal,Ascending,100,0.0051
1412,Normal,Ascending,100,0.0047
1413,Normal,Ascending,100,0.0046
1414,Normal,Ascending,100,0.0046
1415,Normal,Ascending,100,0.0098
1416,Normal,Ascending,100,0.0109
1417,Normal,Ascending,100,0.0104
1418,Normal,Ascending,100,0.0272
1419,Normal,Ascending,100,0.0107
1420,Normal,Ascending,100,0.0123
1421,Normal,Ascending,100,0.009
1422,Normal,Ascending,100,0.0082
1423,Normal,Ascending,100,0.0073
1424,Normal,Ascending,100,0.01
1425,Normal,Ascending,100,0.01
1426,Normal,Ascending,100,0.01
1427,Normal,Ascending,100,0.008
1428,Normal,Ascending,100,0.0096
1429,Normal,Ascending,100,0.0123
1430,Normal,Ascending,100,0.0078
1431,Normal,Ascending,100,0.0108
